BASIN,SUBBASIN,BASIN NAME,SUBBASIN NAME,SITE NO,SALTWATER INTRUSION,WL FREQUENCY,PERIOD (YEARS),WQ,WQ Frequency,TEL,FORMATION,LAT,LONG
136,1360,Burnett,Lower Burnett River,13600167A,No,4,1,,,,,-24.8276,152.3768
136,1362,Burnett,"Barker, Barambah Creeks",13620156A,No,4,1,,,,,-26.1808,151.8520
136,1362,Burnett,"Barker, Barambah Creeks",13620091A,No,2,1,Yes,,,,-26.2861,152.0299
136,1360,Burnett,Lower Burnett River,13600127A,No,4,1,,,,,-24.9186,152.1993
136,1361,Burnett,Upper Burnett River,13610422A,No,2,1,,,,TERTIARY - UNDEFINED,-25.0122,151.1891
136,1362,Burnett,"Barker, Barambah Creeks",13620333A,No,2,1,,,,,-26.4161,151.8208
136,1360,Burnett,Lower Burnett River,13600174A,Yes,12,1,Yes,,,,-24.8415,152.3508
136,1360,Burnett,Lower Burnett River,13600193A,Yes,4,1,,,,,-24.8368,152.3433
136,1361,Burnett,Upper Burnett River,13610479A,No,4,1,,,,,-25.5858,151.2031
136,1362,Burnett,"Barker, Barambah Creeks",13620362A,No,4,1,,,,,-25.9326,151.8792
136,1360,Burnett,Lower Burnett River,13600249A,No,4,1,,,,,-24.8399,152.2360
136,1361,Burnett,Upper Burnett River,13610477A,No,4,1,,,,,-25.5083,151.2138
136,1360,Burnett,Lower Burnett River,13600267D,No,4,1,,,,,-24.8079,152.3358
136,1360,Burnett,Lower Burnett River,13600267B,Yes,4,1,,,,,-24.8079,152.3358
136,1360,Burnett,Lower Burnett River,13600267A,Yes,4,1,,,,,-24.8079,152.3358
136,1360,Burnett,Lower Burnett River,13600267C,Yes,4,1,,,,,-24.8079,152.3358
136,1362,Burnett,"Barker, Barambah Creeks",13620062A,No,4,1,Yes,,,,-26.5069,152.0139
136,1360,Burnett,Lower Burnett River,13600069A,No,4,1,,,,,-24.8325,152.3091
136,1360,Burnett,Lower Burnett River,13600159A,No,4,1,,,,,-24.7595,152.3615
136,1360,Burnett,Lower Burnett River,13600252A,No,4,1,,,,,-24.8248,152.2584
136,1360,Burnett,Lower Burnett River,13600266A,Yes,4,1,,,,,-24.8262,152.3503
136,1361,Burnett,Upper Burnett River,13610398A,No,4,1,,,,,-24.6765,151.1299
136,1362,Burnett,"Barker, Barambah Creeks",13620336A,No,2,1,,,,,-26.2671,151.9844
136,1360,Burnett,Lower Burnett River,13600149A,No,12,1,,,,,-24.9405,152.2696
136,1360,Burnett,Lower Burnett River,13600284A,No,4,1,,,,,-24.8929,152.3734
136,1360,Burnett,Lower Burnett River,13600296A,No,4,1,,,,,-25.4931,152.0592
136,1360,Burnett,Lower Burnett River,13600219A,Yes,4,1,,,,,-24.8852,152.3270
136,1361,Burnett,Upper Burnett River,13610384A,No,4,1,,,,,-24.9575,151.2081
136,1363,Burnett,"Boyne, Auburn Rivers",13630016A,No,2,1,Yes,,,,-26.4458,151.8208
136,1360,Burnett,Lower Burnett River,13600295A,No,4,1,,,,,-24.9012,152.3687
136,1360,Burnett,Lower Burnett River,13600205A,Yes,4,1,,,,ELLIOTT FORMATION,-24.8699,152.3358
136,1361,Burnett,Upper Burnett River,13610381A,No,4,1,,,,,-24.8951,151.2225
136,1361,Burnett,Upper Burnett River,13610443A,No,2,1,,,Yes,,-25.5507,151.1805
136,1360,Burnett,Lower Burnett River,13600025A,No,4,1,,,,,-24.8120,152.2702
136,1360,Burnett,Lower Burnett River,13600117A,No,4,1,,,,,-24.8150,152.3715
136,1360,Burnett,Lower Burnett River,13600270A,No,4,1,,,,,-24.8849,152.3708
136,1360,Burnett,Lower Burnett River,13600257A,No,4,1,,,,,-24.7912,152.3936
136,1361,Burnett,Upper Burnett River,13610393A,No,4,1,,,,SPLINTER CREEK ALLUVIUM,-25.0946,151.2289
136,1362,Burnett,"Barker, Barambah Creeks",13620069A,No,4,1,,,,,-26.5089,152.0294
136,1360,Burnett,Lower Burnett River,13600170A,No,4,1,,,,,-24.8709,152.3789
136,1360,Burnett,Lower Burnett River,13600223A,Yes,4,1,Yes,,,,-24.8663,152.3620
136,1360,Burnett,Lower Burnett River,13600243A,No,4,1,,,,,-24.8836,152.2426
136,1362,Burnett,"Barker, Barambah Creeks",13620224A,No,2,1,,,,,-26.0623,151.8224
136,1361,Burnett,Upper Burnett River,13610442A,No,2,1,,,Yes,PRECIPICE SANDSTONE,-25.6032,151.1886
136,1360,Burnett,Lower Burnett River,13600224A,No,4,1,,,,ELLIOTT FORMATION,-24.8215,152.2815
136,1361,Burnett,Upper Burnett River,13610356A,No,4,1,,,,SPLINTER CREEK ALLUVIUM,-24.8254,151.2497
136,1361,Burnett,Upper Burnett River,13610390A,No,4,1,,,,,-25.0185,151.2559
136,1361,Burnett,Upper Burnett River,13610394A,No,4,1,,,,SPLINTER CREEK ALLUVIUM,-25.0969,151.2309
136,1362,Burnett,"Barker, Barambah Creeks",13620009A,No,4,1,,,,,-26.6925,151.8888
136,1360,Burnett,Lower Burnett River,13600124A,No,4,1,,,,,-24.8712,152.2794
136,1360,Burnett,Lower Burnett River,13600124B,No,4,1,,,,,-24.8712,152.2794
136,1361,Burnett,Upper Burnett River,13610297B,No,2,1,,,,MULGILDIE COAL MEASURES,-24.8747,151.0980
136,1361,Burnett,Upper Burnett River,13610297A,No,2,1,,,,MULGILDIE COAL MEASURES,-24.8747,151.0980
136,1360,Burnett,Lower Burnett River,13600212A,Yes,4,1,,,,,-24.8548,152.3830
136,1362,Burnett,"Barker, Barambah Creeks",13620275A,No,4,1,,,,,-26.0211,151.9888
136,1360,Burnett,Lower Burnett River,13600291B,No,12,1,,,,,-24.8669,152.4080
136,1360,Burnett,Lower Burnett River,13600291A,No,4,1,,,,,-24.8669,152.4080
136,1360,Burnett,Lower Burnett River,13600011B,No,4,1,,,,,-24.8180,152.4008
136,1360,Burnett,Lower Burnett River,13600011A,No,4,1,,,,,-24.8180,152.4008
136,1361,Burnett,Upper Burnett River,13610429A,No,4,1,,,,EVERGREEN FORMATION,-25.2937,151.1758
136,1362,Burnett,"Barker, Barambah Creeks",13620162A,No,4,1,,,,,-26.1847,151.7986
136,1360,Burnett,Lower Burnett River,13600302A,Yes,4,1,,,,,-24.8624,152.3605
136,1361,Burnett,Upper Burnett River,13610138A,No,4,1,,,,THREE MOON CREEK ALLUVIUM,-25.1456,151.1323
136,1360,Burnett,Lower Burnett River,13600218A,Yes,4,1,,,,,-24.8479,152.3453
136,1361,Burnett,Upper Burnett River,13610457A,No,4,1,,,,,-24.9273,151.1245
136,1362,Burnett,"Barker, Barambah Creeks",13620041A,No,4,1,,,,,-26.6004,151.9966
136,1362,Burnett,"Barker, Barambah Creeks",13620338A,No,4,1,,,,BARAMBAH CREEK ALLUVIUM,-26.2154,151.8784
136,1360,Burnett,Lower Burnett River,13600133A,No,4,1,,,,,-24.9351,152.1414
136,1360,Burnett,Lower Burnett River,13600271A,Yes,4,1,,,,,-24.8530,152.3700
136,1360,Burnett,Lower Burnett River,13600293A,No,4,1,,,,,-25.6050,151.3069
136,1360,Burnett,Lower Burnett River,13600194A,Yes,4,1,,,,,-24.8237,152.3577
136,1360,Burnett,Lower Burnett River,13600198A,No,4,1,,,,,-24.8923,152.3176
136,1360,Burnett,Lower Burnett River,13600211A,Yes,4,1,,,,,-24.8608,152.3709
136,1362,Burnett,"Barker, Barambah Creeks",13620366A,No,4,1,,,,BARAMBAH BASALT,-25.6768,151.8861
136,1360,Burnett,Lower Burnett River,13600121B,No,4,1,,,,,-24.8532,152.2706
136,1360,Burnett,Lower Burnett River,13600121A,No,12,1,,,,,-24.8532,152.2706
136,1361,Burnett,Upper Burnett River,13610428A,No,2,1,,,,,-25.4141,151.0453
136,1362,Burnett,"Barker, Barambah Creeks",13620364A,No,4,1,,,,,-25.9318,151.8801
136,1360,Burnett,Lower Burnett River,13600263A,Yes,4,1,,,,,-24.8474,152.3290
136,1362,Burnett,"Barker, Barambah Creeks",13620167A,No,2,1,,,Yes,,-26.1657,151.8153
136,1360,Burnett,Lower Burnett River,13600090A,No,4,1,,,,DEGILBO CREEK ALLUVIUM,-25.4696,152.0230
136,1360,Burnett,Lower Burnett River,13600278A,No,12,1,,,,,-24.8291,152.2914
136,1360,Burnett,Lower Burnett River,13500178A,No,4,1,,,,,-24.8182,152.2474
136,1361,Burnett,Upper Burnett River,13610388A,No,4,1,,,,,-24.9894,151.2240
136,1361,Burnett,Upper Burnett River,13610402A,No,4,1,,,,,-24.6933,151.1485
136,1362,Burnett,"Barker, Barambah Creeks",13620016A,No,4,1,,,,,-26.6424,151.9432
136,1361,Burnett,Upper Burnett River,13610417A,No,2,1,Yes,,,MULGILDIE COAL MEASURES,-24.9015,151.0658
136,1360,Burnett,Lower Burnett River,13600130A,No,4,1,,,,,-24.9111,152.1807
136,1360,Burnett,Lower Burnett River,13600214A,Yes,12,1,,,,,-24.8424,152.4098
136,1360,Burnett,Lower Burnett River,13600214B,Yes,4,1,,,,,-24.8424,152.4098
136,1361,Burnett,Upper Burnett River,13610438A,No,4,1,,,,BURNETT RIVER ALLUVIUM,-25.2769,151.1395
136,1362,Burnett,"Barker, Barambah Creeks",13620305A,No,4,1,,,,BARKER CREEK ALLUVIUM,-26.6545,151.9221
136,1360,Burnett,Lower Burnett River,13600175A,Yes,4,1,,,,,-24.8424,152.3593
136,1362,Burnett,"Barker, Barambah Creeks",13620163A,No,4,1,,,,,-26.1755,151.8095
136,1360,Burnett,Lower Burnett River,13600196A,Yes,4,1,,,,,-24.8565,152.3387
136,1362,Burnett,"Barker, Barambah Creeks",13620343A,No,4,1,Yes,,,,-26.1335,151.7460
136,1362,Burnett,"Barker, Barambah Creeks",13620369A,No,4,1,,,,,-25.6806,151.8158
136,1360,Burnett,Lower Burnett River,13600303A,No,2,1,,,Yes,,-24.8672,152.2656
136,1360,Burnett,Lower Burnett River,13600153A,No,4,1,,,,,-24.9062,152.3006
136,1361,Burnett,Upper Burnett River,13610478A,No,4,1,,,,,-25.5871,151.1934
136,1360,Burnett,Lower Burnett River,13600209A,Yes,4,1,,,,,-24.8609,152.3638
136,1362,Burnett,"Barker, Barambah Creeks",13620271A,No,4,1,,,,,-26.0321,152.0496
136,1361,Burnett,Upper Burnett River,13610415A,No,2,1,,,,,-24.8087,151.2508
136,1361,Burnett,Upper Burnett River,13610425A,No,2,1,,,,,-24.8422,150.8390
136,1362,Burnett,"Barker, Barambah Creeks",13620327A,No,2,1,,,,,-26.1467,151.8680
136,1360,Burnett,Lower Burnett River,13600150A,No,2,1,,,Yes,,-24.9298,152.2766
136,1360,Burnett,Lower Burnett River,13600152A,No,12,1,,,,,-24.9201,152.2884
136,1361,Burnett,Upper Burnett River,13610437A,No,4,1,,,,BURNETT RIVER ALLUVIUM,-25.2819,151.1394
136,1362,Burnett,"Barker, Barambah Creeks",13620050A,No,4,1,,,,,-26.6010,152.0101
136,1362,Burnett,"Barker, Barambah Creeks",13620230A,No,4,1,,,,,-26.1977,152.1109
136,1362,Burnett,"Barker, Barambah Creeks",13620341A,No,4,1,,,,BARAMBAH CREEK ALLUVIUM,-26.1562,151.7832
136,1362,Burnett,"Barker, Barambah Creeks",13620373A,No,4,1,Yes,,,TERTIARY - UNDEFINED,-25.6843,151.8583
136,1360,Burnett,Lower Burnett River,13600129A,No,2,1,,,Yes,,-24.9191,152.1808
136,1360,Burnett,Lower Burnett River,13600195A,Yes,2,1,,,Yes,,-24.8583,152.3234
136,1360,Burnett,Lower Burnett River,13600207A,Yes,2,1,,,Yes,ELLIOTT FORMATION,-24.8640,152.3630
136,1360,Burnett,Lower Burnett River,13600275A,No,4,1,,,,,-24.8151,152.3247
136,1360,Burnett,Lower Burnett River,13600275B,No,4,1,,,,,-24.8151,152.3247
136,1360,Burnett,Lower Burnett River,13600261A,No,12,1,,,,,-24.8430,152.3229
136,1361,Burnett,Upper Burnett River,13610410A,No,4,1,,,,,-24.7850,151.2614
136,1361,Burnett,Upper Burnett River,13610433B,No,4,1,,,,BURNETT RIVER ALLUVIUM,-25.4525,151.1760
136,1361,Burnett,Upper Burnett River,13610433A,No,4,1,,,,BURNETT RIVER ALLUVIUM,-25.4525,151.1760
136,1362,Burnett,"Barker, Barambah Creeks",13620359A,No,4,1,,,,,-26.5798,151.9883
136,1362,Burnett,"Barker, Barambah Creeks",13620225A,No,2,1,,,,,-26.0593,151.8242
136,1362,Burnett,"Barker, Barambah Creeks",13620306A,No,2,1,Yes,,Yes,,-25.9475,151.9497
136,1360,Burnett,Lower Burnett River,13600179A,Yes,4,1,,,,,-24.8107,152.3509
136,1360,Burnett,Lower Burnett River,13600179B,Yes,4,1,,,,,-24.8107,152.3509
136,1360,Burnett,Lower Burnett River,13600197A,Yes,4,1,,,,,-24.8466,152.3561
136,1361,Burnett,Upper Burnett River,13610357B,No,4,1,,,,SPLINTER CREEK ALLUVIUM,-24.8695,151.2490
136,1361,Burnett,Upper Burnett River,13610357A,No,4,1,,,,SPLINTER CREEK ALLUVIUM,-24.8695,151.2490
136,1362,Burnett,"Barker, Barambah Creeks",13620058A,No,4,1,,,,,-26.5049,152.0107
136,1362,Burnett,"Barker, Barambah Creeks",13620304A,No,4,1,,,,BARKER CREEK ALLUVIUM,-26.6552,151.9274
136,1360,Burnett,Lower Burnett River,13600123A,No,4,1,,,,,-24.8672,152.2654
136,1361,Burnett,Upper Burnett River,13610416A,No,2,1,,,,,-24.7779,151.2023
136,1362,Burnett,"Barker, Barambah Creeks",13620340A,No,4,1,,,,BARAMBAH CREEK ALLUVIUM,-26.1820,151.8366
136,1362,Burnett,"Barker, Barambah Creeks",13620380X,No,4,1,Yes,,Yes,,-25.6817,151.8157
136,1360,Burnett,Lower Burnett River,13600028A,No,4,1,,,,,-24.8442,152.3121
136,1360,Burnett,Lower Burnett River,13600269A,No,4,1,,,,,-24.8512,152.3108
136,1360,Burnett,Lower Burnett River,13600289A,Yes,4,1,,,,,-24.8442,152.3789
136,1361,Burnett,Upper Burnett River,13610363A,No,4,1,,,,,-24.7420,151.1659
136,1362,Burnett,"Barker, Barambah Creeks",13620020A,No,4,1,Yes,,,,-26.6453,151.9451
136,1361,Burnett,Upper Burnett River,155024A,No,2,1,,,,PRECIPICE SANDSTONE,-25.0439,151.1590
136,1360,Burnett,Lower Burnett River,13600297A,No,4,1,,,,,-25.5147,152.0571
136,1361,Burnett,Upper Burnett River,13610389A,No,4,1,,,,,-24.9926,151.2244
136,1361,Burnett,Upper Burnett River,13610482X,No,2,1,Yes,,,,-25.1188,151.1363
136,1360,Burnett,Lower Burnett River,13600177A,Yes,4,1,,,,,-24.8307,152.3535
136,1361,Burnett,Upper Burnett River,13610379A,No,4,1,,,,,-24.8242,151.2505
136,1361,Burnett,Upper Burnett River,13610385A,No,4,1,,,,,-24.9571,151.2102
136,1362,Burnett,"Barker, Barambah Creeks",13620324A,No,2,1,,,,,-26.3052,152.0455
136,1362,Burnett,"Barker, Barambah Creeks",13620370A,No,2,1,,,,BARAMBAH CREEK ALLUVIUM,-26.3040,152.0432
136,1363,Burnett,"Boyne, Auburn Rivers",13630023A,No,2,1,,,Yes,PRECIPICE SANDSTONE,-25.6904,151.1824
136,1361,Burnett,Upper Burnett River,13610136A,No,4,1,,,,THREE MOON CREEK ALLUVIUM,-25.1433,151.1336
136,1360,Burnett,Lower Burnett River,13600262A,No,4,1,,,,,-24.8423,152.3306
136,136,Burnett,,13620332A,No,2,1,,,,,-26.5842,151.9597
136,1360,Burnett,Lower Burnett River,13600292A,No,4,1,,,,,-25.6051,151.4809
136,1362,Burnett,"Barker, Barambah Creeks",13620355A,No,4,1,,,,QUATERNARY - UNDEFINED,-26.8028,151.8363
136,1363,Burnett,"Boyne, Auburn Rivers",13630001A,No,2,1,,,,STUART RIVER ALLUVIUM,-26.7418,151.6175
136,1360,Burnett,Lower Burnett River,13600294A,No,4,1,,,,,-25.6178,151.5194
136,1360,Burnett,Lower Burnett River,13600008A,No,4,1,,,,,-24.9309,152.3013
136,1360,Burnett,Lower Burnett River,13600256A,No,4,1,,,,,-24.8052,152.4008
136,1362,Burnett,"Barker, Barambah Creeks",13620374A,No,4,1,,,Yes,BARAMBAH BASALT,-25.6842,151.8583
136,1362,Burnett,"Barker, Barambah Creeks",13620376A,No,4,1,,,,BARAMBAH BASALT,-25.6842,151.8583
136,1360,Burnett,Lower Burnett River,13600213B,Yes,4,1,,,,,-24.8450,152.4019
136,1360,Burnett,Lower Burnett River,13600213A,Yes,4,1,,,,,-24.8450,152.4019
136,1362,Burnett,"Barker, Barambah Creeks",13620309A,No,4,1,,,,,-26.6806,151.9296
136,1360,Burnett,Lower Burnett River,13600154A,No,4,1,,,,,-24.8393,152.2471
136,1362,Burnett,"Barker, Barambah Creeks",13620004A,No,2,1,Yes,,Yes,,-26.6929,151.8871
136,1361,Burnett,Upper Burnett River,13610451A,No,4,1,,,,,-24.7899,151.1460
136,1362,Burnett,"Barker, Barambah Creeks",13620339A,No,4,1,,,,,-26.1993,151.8136
136,1361,Burnett,Upper Burnett River,13610441A,No,2,1,,,Yes,PRECIPICE SANDSTONE,-25.5056,151.2148
136,1360,Burnett,Lower Burnett River,13600168A,No,4,1,,,,,-24.7952,152.4011
136,1360,Burnett,Lower Burnett River,13600215B,Yes,4,1,,,,,-24.8530,152.4163
136,1360,Burnett,Lower Burnett River,13600215A,Yes,4,1,,,,,-24.8530,152.4163
136,1361,Burnett,Upper Burnett River,13610392A,No,4,1,,,,SPLINTER CREEK ALLUVIUM,-25.0915,151.2262
136,1361,Burnett,Upper Burnett River,13610392B,No,4,1,,,,SPLINTER CREEK ALLUVIUM,-25.0915,151.2262
136,1362,Burnett,"Barker, Barambah Creeks",13620257A,No,4,1,,,,,-25.9070,151.9635
136,1362,Burnett,"Barker, Barambah Creeks",13620308A,No,4,1,,,,,-26.7472,151.9100
136,1362,Burnett,"Barker, Barambah Creeks",13620368A,No,4,1,,,,,-25.6699,151.8282
136,1360,Burnett,Lower Burnett River,13600241A,No,4,1,,,,,-24.8967,152.2652
136,1360,Burnett,Lower Burnett River,13610431A,No,4,1,,,,BURNETT RIVER ALLUVIUM,-25.6302,151.2186
136,1362,Burnett,"Barker, Barambah Creeks",13620363A,No,4,1,Yes,,,QUATERNARY - UNDEFINED,-25.8863,151.8372
136,1362,Burnett,"Barker, Barambah Creeks",13620375A,No,4,1,Yes,,Yes,BARAMBAH BASALT,-25.6815,151.8167
136,1362,Burnett,"Barker, Barambah Creeks",13620093A,No,2,1,Yes,,,,-26.2808,152.0305
136,1361,Burnett,Upper Burnett River,13610377A,No,4,1,,,,,-24.7895,151.2344
136,1362,Burnett,"Barker, Barambah Creeks",13620172A,No,2,1,,,Yes,,-26.1716,151.7891
136,1360,Burnett,Lower Burnett River,13600240A,No,4,1,,,,,-24.9016,152.1739
136,1360,Burnett,Lower Burnett River,13500183A,No,4,1,Yes,,,,-24.8158,152.2365
136,1360,Burnett,Lower Burnett River,13600151A,No,4,1,,,,,-24.9164,152.2627
136,1361,Burnett,Upper Burnett River,13610440A,No,2,1,Yes,,Yes,PRECIPICE SANDSTONE,-25.4872,151.1924
136,1360,Burnett,Lower Burnett River,13600248A,No,4,1,,,,,-24.8346,152.2445
136,1361,Burnett,Upper Burnett River,13610372A,No,4,1,,,,,-24.8053,151.1505
136,1362,Burnett,"Barker, Barambah Creeks",13620353A,No,4,1,,,,,-26.1842,152.0667
136,1361,Burnett,Upper Burnett River,13610258A,No,2,1,,,,CATTLE CREEK ALLUVIUM,-24.8614,150.8351
136,1361,Burnett,Upper Burnett River,13610135A,No,4,1,Yes,,,THREE MOON CREEK ALLUVIUM,-25.1425,151.1339
136,1360,Burnett,Lower Burnett River,13600200A,Yes,4,1,,,,,-24.8720,152.3357
136,1360,Burnett,Lower Burnett River,13600217A,Yes,4,1,,,,,-24.8540,152.3508
136,1360,Burnett,Lower Burnett River,13600222A,No,4,1,,,,,-24.8222,152.2672
136,1362,Burnett,"Barker, Barambah Creeks",13620358A,No,4,1,,,,,-26.6622,151.8998
136,1362,Burnett,"Barker, Barambah Creeks",13620335A,No,2,1,,,,,-26.2703,152.0066
136,1363,Burnett,"Boyne, Auburn Rivers",13630022A,No,2,1,,,Yes,PRECIPICE SANDSTONE,-25.6548,151.1951
136,1360,Burnett,Lower Burnett River,13600163A,No,4,1,,,,,-24.8130,152.3244
136,1360,Burnett,Lower Burnett River,13600282A,No,4,1,,,,,-24.8864,152.3564
136,1360,Burnett,Lower Burnett River,13600239A,No,12,1,,,,,-24.9236,152.1472
136,1361,Burnett,Upper Burnett River,13610439A,No,2,1,,,Yes,PRECIPICE SANDSTONE,-25.4548,151.1922
136,1362,Burnett,"Barker, Barambah Creeks",13620325A,No,2,1,,,,,-26.1788,151.7361
136,1360,Burnett,Lower Burnett River,13600260A,No,4,1,,,,,-24.8378,152.3202
136,1361,Burnett,Upper Burnett River,13610432B,No,4,1,,,,PRECIPICE SANDSTONE,-25.5569,151.1862
136,1361,Burnett,Upper Burnett River,13610432A,No,4,1,,,,PRECIPICE SANDSTONE,-25.5569,151.1862
136,1361,Burnett,Upper Burnett River,13610446A,No,4,1,,,,SPLINTER CREEK ALLUVIUM,-25.1379,151.2065
136,1361,Burnett,Upper Burnett River,13610481A,No,4,1,,,,,-25.6072,151.1900
136,1362,Burnett,"Barker, Barambah Creeks",13620151A,No,4,1,Yes,,,,-26.1932,151.8498
136,1362,Burnett,"Barker, Barambah Creeks",13620342A,No,4,1,,,,,-26.1371,151.7726
136,1360,Burnett,Lower Burnett River,13600202A,Yes,4,1,,,,,-24.8514,152.4006
136,1360,Burnett,Lower Burnett River,13600202B,Yes,4,1,,,,,-24.8514,152.4006
136,1360,Burnett,Lower Burnett River,13600251A,No,4,1,,,,,-24.8594,152.2944
136,1360,Burnett,Lower Burnett River,13600247A,No,4,1,,,,,-24.8877,152.2038
136,1360,Burnett,Lower Burnett River,13600279A,Yes,4,1,,,,,-24.8507,152.3359
136,1361,Burnett,Upper Burnett River,13610244A,No,4,1,,,,,-24.8258,151.1328
136,1361,Burnett,Upper Burnett River,13610434A,No,4,1,Yes,,,BURNETT RIVER ALLUVIUM,-25.4488,151.1758
136,1360,Burnett,Lower Burnett River,13600221A,No,4,1,,,,,-24.9128,152.1744
136,1361,Burnett,Upper Burnett River,13610430A,No,2,1,,,,EIDSVOLD COMPLEX,-25.2933,151.1144
136,1360,Burnett,Lower Burnett River,13600204A,Yes,4,1,,,,ELLIOTT FORMATION,-24.8694,152.3307
136,1360,Burnett,Lower Burnett River,13600264A,No,4,1,,,,,-24.8269,152.3360
136,1361,Burnett,Upper Burnett River,13610444A,No,4,1,,,,BURNETT RIVER ALLUVIUM,-25.1782,151.1900
136,1360,Burnett,Lower Burnett River,13600246A,No,4,1,,,,,-24.8698,152.2108
136,1361,Burnett,Upper Burnett River,13610476A,No,2,1,Yes,,Yes,BURNETT RIVER ALLUVIUM,-25.4872,151.1924
136,1360,Burnett,Lower Burnett River,13600115A,No,4,1,,,,,-24.8149,152.3715
136,1362,Burnett,"Barker, Barambah Creeks",13620186A,No,4,1,,,,,-26.1482,151.7932
136,1362,Burnett,"Barker, Barambah Creeks",13620191A,No,4,1,,,,,-26.1419,151.7610
136,1362,Burnett,"Barker, Barambah Creeks",13620372A,No,4,1,,,,BARAMBAH BASALT,-25.6138,151.8877
136,1361,Burnett,Upper Burnett River,13610397A,No,4,1,,,,MONAL CREEK ALLUVIUM,-24.6486,151.1283
136,1361,Burnett,Upper Burnett River,13610426A,No,4,1,,,,THREE MOON CREEK ALLUVIUM,-24.7510,151.0187
136,1360,Burnett,Lower Burnett River,13600126A,No,4,1,,,,,-24.9066,152.2109
136,1360,Burnett,Lower Burnett River,13600190A,No,4,1,,,,,-24.9442,152.2590
136,1360,Burnett,Lower Burnett River,13600161A,Yes,4,1,,,,,-24.7838,152.3572
136,1360,Burnett,Lower Burnett River,13600161B,Yes,4,1,,,,,-24.7838,152.3572
136,1360,Burnett,Lower Burnett River,13600007A,No,4,1,,,,,-24.9099,152.3295
136,1361,Burnett,Upper Burnett River,13610395A,No,4,1,,,,SPLINTER CREEK ALLUVIUM,-25.0999,151.2371
136,1362,Burnett,"Barker, Barambah Creeks",13620179A,No,4,1,,,,,-26.1581,151.8026
136,1360,Burnett,Lower Burnett River,13600273A,Yes,4,1,,,,,-24.8139,152.3557
136,1361,Burnett,Upper Burnett River,13610480A,No,4,1,,,,BURNETT RIVER ALLUVIUM,-25.4878,151.1861
136,1362,Burnett,"Barker, Barambah Creeks",13620356A,No,4,1,,,,QUATERNARY - UNDEFINED,-26.7381,151.8056
136,1360,Burnett,Lower Burnett River,13600132B,No,4,1,,,,,-24.9375,152.1505
136,1360,Burnett,Lower Burnett River,13600132A,No,4,1,Yes,,,,-24.9375,152.1505
136,1361,Burnett,Upper Burnett River,13610414A,No,2,1,,,,,-24.7523,151.2478
136,1360,Burnett,Lower Burnett River,13600047A,No,2,1,,,Yes,,-24.8170,152.3297
136,1361,Burnett,Upper Burnett River,13610228A,No,2,1,,,Yes,THREE MOON CREEK ALLUVIUM,-24.7515,151.0344
136,1360,Burnett,Lower Burnett River,13600141A,No,4,1,,,,,-24.8698,152.3540
136,1360,Burnett,Lower Burnett River,13600160B,Yes,4,1,,,,,-24.7696,152.3582
136,1360,Burnett,Lower Burnett River,13600160A,Yes,4,1,,,,,-24.7696,152.3582
136,1363,Burnett,"Boyne, Auburn Rivers",13630021A,No,2,1,Yes,,,MAIN RANGE VOLCANICS,-26.5340,151.8396
136,1360,Burnett,Lower Burnett River,13600084A,No,4,1,,,,,-25.5144,152.0516
136,1360,Burnett,Lower Burnett River,13600089A,No,4,1,,,,DEGILBO CREEK ALLUVIUM,-25.4720,152.0227
136,1360,Burnett,Lower Burnett River,13600119A,No,4,1,,,,,-24.8287,152.3853
136,1360,Burnett,Lower Burnett River,13600119B,No,4,1,,,,,-24.8287,152.3853
136,1360,Burnett,Lower Burnett River,13600158B,Yes,4,1,,,,,-24.7539,152.3626
136,1360,Burnett,Lower Burnett River,13600158A,Yes,4,1,,,,,-24.7539,152.3626
136,1360,Burnett,Lower Burnett River,13600216A,Yes,4,1,,,,,-24.8517,152.4075
136,1360,Burnett,Lower Burnett River,13600216B,Yes,4,1,,,,,-24.8517,152.4075
136,1362,Burnett,"Barker, Barambah Creeks",13620263A,No,4,1,,,,,-26.0714,152.0327
136,1360,Burnett,Lower Burnett River,13600137A,No,4,1,,,,,-24.9255,152.2409
136,1360,Burnett,Lower Burnett River,13600137B,No,4,1,,,,,-24.9255,152.2409
136,1361,Burnett,Upper Burnett River,13610256A,No,2,1,,,,CATTLE CREEK ALLUVIUM,-24.7846,150.8568
136,1360,Burnett,Lower Burnett River,13600185A,No,4,1,,,,,-25.5168,152.0602
136,1360,Burnett,Lower Burnett River,13600185B,No,4,1,,,,,-25.5168,152.0602
137,1370,Burrum,Elliott River,13700189A,No,4,1,,,,,-25.0431,152.3774
137,1370,Burrum,Elliott River,13700206A,Yes,4,1,,,,,-24.9260,152.4642
137,1370,Burrum,Elliott River,13700215B,No,4,1,,,,,-25.0423,152.3584
137,1370,Burrum,Elliott River,13700215A,No,4,1,,,,,-25.0423,152.3584
137,1370,Burrum,Elliott River,13700266A,No,4,1,,,,,-25.0047,152.4681
137,1370,Burrum,Elliott River,13700182A,No,4,1,,,,,-25.0471,152.2564
137,1371,Burrum,Gregory River,13710048A,No,2,1,Yes,,Yes,,-25.0979,152.2979
137,1371,Burrum,Gregory River,13710048C,No,4,1,,,,,-25.0979,152.2979
137,1371,Burrum,Gregory River,13710048B,No,4,1,,,,,-25.0979,152.2979
137,1370,Burrum,Elliott River,13700115A,No,4,1,,,,,-24.8424,152.4699
